USRID	RST
18230	0.04288021195679903
18286	1.1299242675304413
18312	0.0383165180683136
18340	0.03792769182473421
18418	0.12682968750596046
18455	0.04272960405796766
18466	0.033154938369989395
18475	0.22475510835647583
18532	0.10186762921512127
18549	0.03199782781302929
18556	0.07459289394319057
18584	0.05604931991547346
18603	0.23161710798740387
18604	0.0493313679471612
18621	0.1591063216328621
18668	0.19028789177536964
18690	0.03050091490149498
18766	0.07120570726692677
18806	0.06291289627552032
18963	0.17654629051685333
19001	0.08905388042330742
19051	0.05395421013236046
19145	0.07632927410304546
19211	0.060322534292936325
19222	0.12611210346221924
19288	0.05502369441092014
19289	0.2365771159529686
19424	0.06804993562400341
19511	0.03773239813745022
19646	0.3160100281238556
19736	0.0427093580365181
19834	0.07762156799435616
19937	0.05599146708846092
19955	0.18632888421416283
20002	0.045097820460796356
20033	0.03801233507692814
20226	0.07228131033480167
20235	0.04239417426288128
20252	0.05551114119589329
20364	0.07236500643193722
20388	0.03639611601829529
20504	0.03463569935411215
20514	0.04379345290362835
20552	0.2720251828432083
20634	0.07060001604259014
20704	0.03291551023721695
20729	0.17880867794156075
20822	0.09720870479941368
20972	0.04806570149958134
20973	0.03901953063905239
21021	0.02597373863682151
21038	0.3037680983543396
21051	0.056502483785152435
21066	0.6404347568750381
21084	0.04097890201956034
21087	0.033220741897821426
21180	0.04023302160203457
21195	0.03499980643391609
21201	0.048161234706640244
21225	0.35616468638181686
21245	0.02972595114260912
21327	0.142524141818285
21345	0.13258929178118706
21360	0.18542222306132317
21412	0.1744971051812172
21446	0.0531998947262764
21471	0.0262818094342947
21478	0.20532755926251411
21507	0.1116038653999567
21553	0.021422873716801405
21601	0.07324879802763462
21629	0.5765875577926636
21644	0.03515389934182167
21670	0.07594507187604904
21673	0.04728569742292166
21690	0.08193004876375198
21699	0.018734500277787447
21759	0.04003285616636276
21855	0.2987249791622162
21914	0.03100128285586834
22048	0.0301824938505888
22100	0.12091043218970299
22102	0.16082722693681717
22106	0.22437266260385513
22135	0.11118093505501747
22202	0.0714434776455164
22284	0.6839604824781418
22306	0.050110348500311375
22337	0.038529238663613796
22437	0.04781073424965143
22462	0.07495567388832569
22494	0.055140127427875996
22528	0.030962147749960423
22549	0.041352241300046444
22588	0.15710391104221344
22679	0.23018896207213402
22717	0.052450064569711685
22733	0.01803780999034643
22811	0.08765311725437641
22858	0.2152210921049118
22881	0.026994580402970314
22933	0.056884304620325565
23036	0.06915229000151157
23090	0.022076447028666735
23147	0.06969268247485161
23201	0.3932325392961502
23206	0.042025466449558735
23227	0.039849454537034035
23359	0.09135372750461102
23367	0.054917408153414726
23398	0.05164997559040785
23650	0.122188501060009
23679	0.025569298770278692
23710	0.08021782338619232
23718	0.04453517310321331
23726	0.027955083176493645
23755	0.16062745824456215
23772	0.22173646092414856
23828	0.04271054454147816
23834	0.026986720971763134
23838	0.08739513903856277
23965	0.02593951066955924
24028	0.04336724802851677
24069	0.028455333784222603
24076	0.04190932307392359
24171	0.11284885928034782
24214	0.0850987397134304
24226	0.29704391956329346
24252	0.18186115846037865
24273	0.10568578355014324
24288	0.051933448761701584
24390	0.039070310071110725
24428	0.01668880693614483
24496	0.05771990679204464
24569	0.04928947985172272
24617	0.15945275872945786
24636	0.05927582271397114
24640	0.022936607245355844
24643	0.046316991560161114
24648	0.046947370283305645
24739	0.03385024145245552
24811	0.17578936740756035
24835	0.053871430456638336
24845	0.052978064864873886
24846	0.029746022075414658
24881	0.05613332521170378
24979	0.047358215786516666
25102	0.06355044804513454
25118	0.06845387257635593
25174	0.03985875751823187
25219	0.02956628892570734
25255	0.02015538141131401
25383	0.39036841690540314
25415	0.05327306501567364
25520	0.05965523608028889
25538	0.09556739591062069
25664	0.048338898457586765
25799	0.05517913307994604
25806	0.049521627835929394
25836	0.058874973095953465
25857	0.03107463289052248
25902	0.060460103675723076
25918	0.021345044020563364
26095	0.05355553887784481
26156	0.1823197305202484
26187	0.047865514643490314
26196	0.049603947438299656
26258	0.039139969274401665
26283	0.1671140231192112
26333	0.032779693603515625
26353	0.15291441604495049
26359	0.05197621323168278
26398	0.1351444497704506
26413	0.038654797710478306
26437	0.24775131046772003
26628	0.05595405772328377
26631	0.27916110306978226
26640	0.0709011610597372
26665	0.05073406081646681
26679	0.03953136038035154
26730	0.5457087010145187
26793	0.323885940015316
26873	0.021119359880685806
26980	0.1580810435116291
27007	0.05877750925719738
27016	0.044537399895489216
27051	0.040050272829830647
27056	0.03302024584263563
27139	0.03668529260903597
27160	0.273211557418108
27201	0.04992250073701143
27229	0.08799578621983528
27244	0.02659755665808916
27324	0.023172246757894754
27411	0.033093011006712914
27452	0.09767303429543972
27541	0.015844153705984354
27682	0.044601961970329285
27683	0.03664494585245848
27728	0.10126084461808205
27754	0.04089832492172718
27813	0.3949369415640831
27863	0.17484717816114426
27873	0.05227738153189421
27912	0.040636816062033176
27986	0.05646111071109772
28148	0.02692613285034895
28222	0.030794505029916763
28261	0.04993104189634323
28266	0.05929163750261068
28304	0.09256851114332676
28317	0.13120084628462791
28318	0.024651345796883106
28402	0.03818696364760399
28408	0.07813308015465736
28426	0.02090893918648362
28522	0.034592864103615284
28611	0.047203462570905685
28655	0.17842859029769897
28658	0.06249833479523659
28700	0.040022265166044235
28710	0.03175260126590729
28761	0.043267699889838696
28880	0.21150122582912445
28884	0.09670760110020638
28901	0.04381300788372755
28984	0.04010372515767813
28992	0.021370860747992992
29082	0.2779429480433464
29089	0.04494948033243418
29091	0.03364343848079443
29120	0.29757876694202423
29127	0.058835746720433235
29154	0.06888503767549992
29171	0.042444052174687386
29174	0.4007650166749954
29178	0.24456510692834854
29181	0.15643800422549248
29352	0.04725620336830616
29446	0.04573353752493858
29485	0.2525778263807297
29570	0.08165957778692245
29654	0.1414799764752388
29864	0.026799825951457024
29937	0.08647007681429386
29938	0.01947973482310772
29943	0.14341170713305473
30006	0.07444949634373188
30019	0.03861287608742714
30061	0.03684766869992018
30081	0.05194760859012604
30083	0.07499444484710693
30129	0.2175784781575203
30143	0.052231794223189354
30153	0.04621393606066704
30185	0.08199574239552021
30346	0.03580319881439209
30414	0.10987293720245361
30458	0.06323940679430962
30528	0.04823047295212746
30530	0.15752626582980156
30531	0.2639181539416313
30718	0.03357685636729002
30821	0.03930689301341772
30875	0.05028616916388273
30877	0.036928300745785236
30900	0.059318868443369865
30902	0.46125098317861557
30914	0.11091741546988487
30941	0.03856014180928469
30982	0.022250990848988295
31040	0.06523673608899117
31169	0.08735395781695843
31262	0.2441854253411293
31327	0.04767824616283178
31345	0.024453795049339533
31394	0.043408467434346676
31396	0.02416358608752489
31411	0.26694878935813904
31482	0.06811004877090454
31531	0.04380037076771259
31612	0.13980929553508759
31995	0.1418314166367054
32036	0.05976247601211071
32190	0.09029848128557205
32203	0.026806714944541454
32251	0.04358548950403929
32407	0.02234354428946972
32409	0.08590092882514
32419	0.2911949157714844
32446	0.14016156643629074
32463	0.044366893358528614
32483	0.042538548819720745
32616	0.0757839847356081
32711	0.03132130205631256
32720	0.03469596151262522
32733	0.25020118802785873
32748	0.2510599344968796
32888	0.02369679044932127
32898	0.22676629945635796
32923	0.24812987446784973
32925	0.12625272572040558
32984	0.12625491619110107
33022	0.12395084649324417
33090	0.032071273773908615
33192	0.04915060009807348
33218	0.023711595684289932
33234	0.03095680009573698
33238	0.8697008788585663
33244	0.0451681325212121
33288	0.029375698417425156
33320	0.048542384058237076
33337	0.02626829408109188
33417	0.033819894306361675
33640	0.06477748230099678
33752	0.20784368366003036
33921	0.024539331905543804
33960	0.06772922910749912
34024	0.032140444964170456
34039	0.031602916307747364
34051	0.028185401111841202
34074	1.05420982837677
34116	0.13797283917665482
34163	0.0447379807010293
34241	0.7278079986572266
34251	0.05494374595582485
34260	0.02813258022069931
34276	1.1061031222343445
34436	0.06286289356648922
34450	0.3908306136727333
34498	0.13460984081029892
34572	0.048898108303546906
34622	0.016247007995843887
34805	0.04029088094830513
34856	0.047554793767631054
34871	0.09611490555107594
34874	0.021391140297055244
34909	0.07940582185983658
35061	0.04399882722645998
35121	0.057898569852113724
35236	0.3327997922897339
35394	0.05003155581653118
35414	0.1104762852191925
35428	0.016928438562899828
35445	0.027225292287766933
35648	0.02258167089894414
35659	0.04617610573768616
35919	0.018417274113744497
35935	0.065961679443717
36105	0.043868773616850376
36139	0.20876957848668098
36189	0.2725646235048771
36197	0.16646643728017807
36240	0.1383843757212162
36256	0.034765091724693775
36312	0.027079191990196705
36338	0.05329338274896145
36389	0.03358012065291405
36493	0.15913225337862968
36529	0.04880164749920368
36618	0.21954577416181564
36650	0.5716267675161362
36652	0.16498736664652824
36667	0.3113137483596802
36683	0.6095074564218521
36698	0.08217551931738853
36743	0.02737770788371563
36778	0.08123928494751453
36789	0.06644636951386929
36792	0.22049732506275177
36839	0.03743708413094282
36941	0.046314929611980915
37068	0.03762813936918974
37101	0.050281100906431675
37173	0.037816910073161125
37240	0.09504959359765053
37260	0.057687340304255486
37283	0.029817627742886543
37305	0.6575997322797775
37330	0.03507802914828062
37435	0.064819379709661
37450	0.04326182883232832
37498	0.05549027398228645
37553	0.044581240974366665
37810	0.042033578269183636
37857	0.03179143834859133
37996	0.059547364711761475
38036	0.08327685296535492
38067	0.037151504307985306
38188	0.14307356625795364
38260	0.05793430469930172
38268	0.039906532503664494
38274	0.028528396040201187
38281	0.028172552585601807
38420	0.048460918478667736
38440	0.062392182648181915
38464	0.03689187299460173
38542	0.21316756308078766
38603	0.2323918454349041
38762	0.02963973395526409
38943	0.12047852203249931
38996	0.040382941253483295
39059	0.43295253813266754
39073	0.0696822851896286
39194	0.04536261688917875
39224	0.23651058226823807
39288	0.045241654850542545
39294	0.053498707711696625
39427	0.04570761974900961
39471	0.08078901283442974
39510	0.015019300859421492
39645	0.3195645809173584
39697	0.0504130432382226
39817	0.6610091328620911
39824	0.053237060084939
39836	0.3580889627337456
39846	0.30479081720113754
39972	0.09185008145868778
40034	0.10647911578416824
40069	0.08081500791013241
40073	0.07505057938396931
40231	0.6443477123975754
40237	0.0437302915379405
40344	0.05371455568820238
40353	0.04675771575421095
40405	0.02310431096702814
40408	0.06132102571427822
40425	1.117930293083191
40472	0.025423207320272923
40473	0.1048930324614048
40491	0.045830908231437206
40503	0.25525692105293274
40527	0.17010918632149696
40571	0.0680974181741476
40577	0.24300576001405716
40594	0.2290491983294487
40653	0.1378110907971859
40660	0.1025856714695692
40725	0.03196047991514206
40758	0.05916889011859894
40783	0.05946321040391922
40821	0.050266056321561337
40933	0.0408034510910511
40987	0.14219225943088531
41036	0.5308495163917542
41053	0.0915310699492693
41108	0.06929832324385643
41140	0.6334120631217957
41165	0.01669169031083584
41189	0.10411704704165459
41278	0.019375536125153303
41279	0.597788617014885
41313	0.05929164681583643
41323	0.16625960171222687
41333	1.2514246702194214
41364	0.0545408520847559
41374	0.07037118449807167
41402	1.2782965302467346
41421	0.03881870303303003
41522	0.08067569509148598
41551	0.12363822758197784
41556	0.025666681118309498
41601	0.764381155371666
41671	0.0787231307476759
41675	0.025516032241284847
41680	0.40767961740493774
41695	0.026286629494279623
41971	0.031213498674333096
41981	0.0527221392840147
42012	0.03737330622971058
42048	0.03928140737116337
42093	0.10859613865613937
42112	0.03657002653926611
42155	0.30255553871393204
42263	0.2879742234945297
42272	0.0485127093270421
42330	0.5107865184545517
42340	0.037985678762197495
42407	0.11994116380810738
42478	0.17859812080860138
42572	0.03936443664133549
42620	0.0484357038512826
42673	0.18550201132893562
42714	0.14262280985713005
42725	0.07036314345896244
42741	0.03655992355197668
42760	0.0828362125903368
42779	0.6735422909259796
42802	0.1940353699028492
42833	0.031103515066206455
42890	0.10901398584246635
42946	0.03627368155866861
42950	0.11861824989318848
43007	0.02757797483354807
43034	0.4576054885983467
43062	0.11183614656329155
43075	0.024847342632710934
43123	0.01972554111853242
43247	0.01857212418690324
43311	0.3675422966480255
43353	0.15285690128803253
43364	0.12603142485022545
43401	0.1562243103981018
43435	0.05171383172273636
43543	0.14474868029356003
43563	0.051185461692512035
43575	0.04217141214758158
43603	0.018901551607996225
43644	0.08311713486909866
43648	0.7792537361383438
43680	0.06091737933456898
43730	0.06678927130997181
43741	0.07956189848482609
43786	0.027744203805923462
43842	0.2709260806441307
43855	0.036442226730287075
43925	0.03607483394443989
43955	0.3124731332063675
43967	0.02264125505462289
43971	0.03472727630287409
44027	0.024614437948912382
44193	0.04271097294986248
44194	0.054280380718410015
44236	0.05192737001925707
44299	0.024706028401851654
44345	0.20472830533981323
44351	0.49332858622074127
44461	0.04961887653917074
44481	0.2728716507554054
44507	0.03601554594933987
44533	0.01970838475972414
44541	0.02152692712843418
44548	0.023307984229177237
44793	0.12718349695205688
44873	0.2776905447244644
45088	0.027680239640176296
45090	0.25677938759326935
45172	0.026680970564484596
45208	0.8388614654541016
45226	0.2408946231007576
45346	0.029072326608002186
45377	0.020197113510221243
45378	0.041837225668132305
45391	0.07575223594903946
45436	0.05781881418079138
45473	0.062035854905843735
45536	0.04301850404590368
45642	0.05383071303367615
45809	0.08614381775259972
45866	0.04331088997423649
45939	0.023705312982201576
45988	0.23099300265312195
45992	0.36615028232336044
46015	0.10491597466170788
46052	0.02539425017312169
46088	0.04833466187119484
46104	0.1067344956099987
46140	0.21617310494184494
46242	0.830607607960701
46257	0.09199615940451622
46284	0.07366743311285973
46313	0.7385489046573639
46336	0.5886290520429611
46370	0.037208251655101776
46548	0.075519148260355
46550	0.031026559881865978
46560	0.05770844221115112
46658	0.12089122086763382
46683	0.07721532508730888
46701	0.02012598840519786
46715	0.059590806253254414
46730	0.03510032128542662
46817	0.08711146004498005
46853	0.07503519393503666
46913	0.05248640663921833
46938	0.6088507175445557
46965	0.022262600250542164
47074	0.05654464662075043
47147	0.04432154633104801
47252	0.0476265624165535
47295	0.29206473380327225
47421	0.3730393871665001
47482	0.0626982282847166
47570	0.12552261352539062
47592	0.06126473471522331
47611	0.20200961828231812
47723	0.08424757048487663
47734	0.02925791870802641
47758	0.06734265387058258
47782	0.06997836381196976
47822	0.031113626901060343
47823	0.1733580157160759
47861	0.09808522090315819
47875	0.0975563395768404
47897	0.027777777053415775
47901	0.08911493979394436
48063	0.25111494958400726
48069	0.027069822885096073
48072	0.770200103521347
48086	0.043991983868181705
48137	0.06884843483567238
48143	0.2456601783633232
48192	0.04717160668224096
48222	0.08415970951318741
48247	0.17385606840252876
48338	0.02250858535990119
48387	0.045289949513971806
48389	0.04513730853796005
48513	0.028400008101016283
48514	0.07675673067569733
48545	0.08489163964986801
48547	0.036661725491285324
48549	0.7460675984621048
48581	0.027227272279560566
48661	0.07790425606071949
48665	0.04993036016821861
48685	0.035536957904696465
48728	0.026225277688354254
48790	0.03468553349375725
48829	0.10331367328763008
48852	0.06044310890138149
48894	0.0717291310429573
48906	0.08230805583298206
48922	0.03835644666105509
48944	0.02927028015255928
49087	0.08142152056097984
49310	0.06580044142901897
49318	0.09231056272983551
49419	0.09275725111365318
49442	0.043639080598950386
49477	0.16509784758090973
49496	0.09223233908414841
49556	0.1069264430552721
49614	0.024212410673499107
49629	0.033877129666507244
49641	0.062410617247223854
49669	0.052954984828829765
49695	0.04572005942463875
49717	0.04498093295842409
49740	0.03150539193302393
49743	0.2591284140944481
49754	0.0351700009778142
49808	0.05438090953975916
49905	0.15401322022080421
49912	0.2173924520611763
49957	0.1570352539420128
49962	0.037773191928863525
49974	0.028836871031671762
50018	0.0766384955495596
50100	0.02465757727622986
50191	0.44979846477508545
50243	0.06586642935872078
50283	0.17568250373005867
50325	0.04488833714276552
50329	0.025339942891150713
50332	0.08788858540356159
50346	0.03894791565835476
50357	0.0800179336220026
50467	0.4717921316623688
50484	0.05408540181815624
50506	0.6494796723127365
50572	0.048983813263475895
50603	0.07306318543851376
50663	0.07359307445585728
50719	0.03747649863362312
50729	0.04226110875606537
50733	0.035507937893271446
50766	0.02091290196403861
50861	0.08624661713838577
50921	0.04774082824587822
50927	0.21204958856105804
50978	0.20975283533334732
50999	0.06060327775776386
51080	0.12862852215766907
51097	0.09410369582474232
51100	0.038991328328847885
51159	0.06468824669718742
51201	0.029171673581004143
51306	0.21285973489284515
51414	0.023029442876577377
51455	0.020758103113621473
51489	0.11902087554335594
51503	0.10112226568162441
51528	0.10063830390572548
51542	0.04734032787382603
51550	0.0370209040120244
51580	0.025155702605843544
51697	0.09407157637178898
51715	0.18935983628034592
51742	0.04536745883524418
51777	0.12536465749144554
51799	0.046982853673398495
51810	0.029379667714238167
51838	0.03234189748764038
52089	0.03499689418822527
52123	0.38797836750745773
52160	0.03502195421606302
52169	0.030487452633678913
52172	0.06481808982789516
52199	0.055799610912799835
52243	0.07950695231556892
52284	0.05163007415831089
52316	0.038746023550629616
52414	0.04826041590422392
52417	0.028747742995619774
52495	0.04830403812229633
52530	0.027965465560555458
52723	0.41466134786605835
52763	0.15173976868391037
52815	0.24756379425525665
52861	0.10554780997335911
52935	0.34033655375242233
53137	0.046715413220226765
53199	0.01977600995451212
53277	0.04189196042716503
53309	0.022974617779254913
53342	0.07789859361946583
53567	0.0413802620023489
53629	0.03820473235100508
53657	0.032858493737876415
53668	0.02730040904134512
53696	0.0207561943680048
53716	0.16230925172567368
53821	0.03206508606672287
54003	0.03740453161299229
54108	0.03090664092451334
54141	0.41183386743068695
54244	0.20018721371889114
54257	0.05256634205579758
54329	0.042501228861510754
54336	0.03417538199573755
54346	0.1255873404443264
54374	0.031337576918303967
54394	0.018272261135280132
54498	0.05697369948029518
54575	0.23734109103679657
54693	0.041744098998606205
54734	0.02589069213718176
54804	0.0812582690268755
54835	0.0468389131128788
54882	0.0564789567142725
54928	0.023211042396724224
54958	0.14106697589159012
54967	0.6694687157869339
54991	0.020213833078742027
55022	0.022403168957680464
55100	0.024999580811709166
55242	0.10003066994249821
55250	0.07575027830898762
55282	0.19815726950764656
55307	0.04905423801392317
55354	0.04103311337530613
55384	0.03335719462484121
55456	0.0365959731861949
55486	0.0627310760319233
55513	0.04855277668684721
55536	0.058401985093951225
55569	0.07025620713829994
55590	0.03842712566256523
55762	0.12583143636584282
55828	0.021024100482463837
55833	0.030874313786625862
55835	0.04590776190161705
55902	0.05119939800351858
55936	0.03950566612184048
56091	0.34517035633325577
56104	0.08623834699392319
56144	0.15123775228857994
56158	0.38347945362329483
56188	0.8607399761676788
56294	0.048585847951471806
56386	0.015202215872704983
56439	0.09107580408453941
56443	0.23838569968938828
56457	0.07168501056730747
56479	0.044741641730070114
56485	0.05193656217306852
56535	0.09324214234948158
56680	0.03748162090778351
56691	0.1586434654891491
56694	0.07884215004742146
57002	0.1289815455675125
57064	0.1922852024435997
57073	0.07145793549716473
57130	0.011525816284120083
57204	0.021401080302894115
57234	0.08548204600811005
57282	0.04135842341929674
57350	0.06345762871205807
57416	0.0244810008443892
57434	0.2215777412056923
57457	0.08253975957632065
57464	0.14969399571418762
57733	0.08091678842902184
57744	0.17733725532889366
57797	0.18375970423221588
57811	0.27776244282722473
57851	0.05520537402480841
57854	0.39639032632112503
57859	0.036087166517972946
57861	0.1074918620288372
57869	0.023678475059568882
58046	0.19749436900019646
58065	0.03370023611932993
58101	0.14047329127788544
58118	0.036794944666326046
58236	0.3252081349492073
58237	0.27799003571271896
58251	0.025502380449324846
58283	0.04172415938228369
58360	0.2469792477786541
58382	0.7071865648031235
58433	0.04213112685829401
58469	0.08232029899954796
58685	0.08343387767672539
58690	0.3885345235466957
58709	0.030405243393033743
58727	0.0730197336524725
58779	0.176185242831707
58858	0.07899250835180283
58993	0.05047343950718641
59111	0.03777340427041054
59206	0.05042959004640579
59232	0.3651551529765129
59270	0.04266788996756077
59301	0.5773283392190933
59566	0.0340243810787797
59602	0.05079319141805172
59654	0.14126287773251534
59698	0.10228149592876434
59759	0.04125938285142183
59821	0.28232627362012863
59900	0.05119441635906696
59918	0.07305916957557201
60028	0.022873522713780403
60050	0.18771252408623695
60064	0.05909914616495371
60209	0.045521252788603306
60220	0.039167716167867184
60229	0.04936164990067482
60269	0.09078921936452389
60288	0.10472089983522892
60300	0.03203396126627922
60362	0.08075415343046188
60385	0.07276590913534164
60590	0.06569989584386349
60609	0.21140923723578453
60664	0.18654076009988785
